EVTNAME2110004;$FROMCOUNTRY$ Refuses to Grant Us Land;;;;;;;;;;;;;;
EVTDESC2110004;$FROMCOUNTRY$ has refused to transfer control of more territories to us. Today is a sad day for $COUNTRY$ and our relation with $FROMCOUNTRY$.;;;;;;;;;;;;;;
EVTOPTA2110004;Dark days ahead.;;;;;;;;;;;;;;
colony_expansion_refused;Colony expansion refused recently;;;;;;;;;;;;;;
EVTNAME2110011;$COUNTRY_ADJ$ Cores;;;;;;;;;;;;;;
EVTDESC2110011;Placeholder event that grants cores to colonies at start of game.;;;;;;;;;;;;;;
EVTOPTA2110011;Noice.;;;;;;;;;;;;;;
EVTNAME2110020;Native Border Clashes;;;;;;;;;;;;;;
EVTDESC2110020;Reports are coming in from the $COUNTRY_ADJ$ frontier that sporadic fighting has broken out with the neighbouring natives. It is not clear who is to blame for the outbreak of the violence, but what is for certain is that tensions are running high due to conflicting land claims.;;;;;;;;;;;;;;
EVTOPTA2110020;Escalate the situation.;;;;;;;;;;;;;;
EVTOPTB2110020;De-scalate the situation.;;;;;;;;;;;;;;
EVTNAME2110021;$FROMCOUNTRY_ADJ$ Ultimatum;;;;;;;;;;;;;;
EVTDESC2110021;Following reports of sporadic fighting between $FROMCOUNTRY_ADJ$ and $COUNTRY_ADJ$ forces in the frontier, the $FROMCOUNTRY_ADJ$ government has made the outrageous claim that we surrender our sovereign lands to them.;;;;;;;;;;;;;;
EVTOPTA2110021;This means war!;;;;;;;;;;;;;;
EVTNAME2110101;Slavery in $COUNTRY$;;;;;;;;;;;;;;
EVTDESC2110101;At a recent visit to $CAPITAL$ earlier in $YEAR$, a government representative from our colonial overlords became witness to the cruel treatment of the slave population in $COUNTRY$. Though the metropole has outlawed slavery, they have, up to this point, allowed it to continue in the colonies. A ship that arrived at the port of $CAPITAL$ earlier today, however, brings talk of possible abolition throughout the empire.;;;;;;;;;;;;;;
EVTOPTA2110101;This does not sound very promising.;;;;;;;;;;;;;;
EVTNAME2110102;Slavery in $FROMCOUNTRY$;;;;;;;;;;;;;;
EVTDESC2110102;Though slavery in $COUNTRY$ has been outlawed, this vile institution continues in our various colonial possessions. Most recently, the cruel treatment of the local slave population in $FROMCOUNTRY$ has triggered outrage in the salons of $CAPITAL$, with ever-growing calls for the abolition of slavery across the entire $COUNTRY_ADJ$ empire.;;;;;;;;;;;;;;
EVTOPTA2110102;We shall abolish it at once.;;;;;;;;;;;;;;
EVTOPTB2110102;Let $FROMCOUNTRY$ deal with its own internal affairs.;;;;;;;;;;;;;;
EVTNAME2110103;Slavery Abolished in the $COUNTRY_ADJ$ Empire;;;;;;;;;;;;;;
EVTDESC2110103;The $COUNTRY_ADJ$ government has issued a decree outlawing the vile institution of slavery throughout its colonial and overseas territories. This is very much a first step, and much will need to be done to ensure racial, economic, and political equity between the emancipated and general populations.;;;;;;;;;;;;;;
EVTOPTA2110103;A great day for the human race.;;;;;;;;;;;;;;
EVTNAME2110104;Slavery in the $FROMCOUNTRY_ADJ$ Empire Allowed to Continue;;;;;;;;;;;;;;
EVTDESC2110104;The $FROMCOUNTRY_ADJ$ government has issued a pronouncement that the vile institution of slavery is allowed to continue throughout its territories, even though it is illegal in metropolitan $FROMCOUNTRY$. This is a huge setback to the noble cause of emancipation in the $FROMCOUNTRY_ADJ$ empire.;;;;;;;;;;;;;;
EVTOPTA2110104;A sad day for the human race.;;;;;;;;;;;;;;
EVTNAME2110105;Slave Emancipation in $COUNTRY$;;;;;;;;;;;;;;
EVTDESC2110105;In line with $FROMCOUNTRY_ADJ$ government directives, the colonial administration has began the process of slave emancipation in $COUNTRY$.;;;;;;;;;;;;;;
EVTOPTA2110105;To a brighter future!;;;;;;;;;;;;;;
EVTNAME2110106;Slave Emancipation in $COUNTRY$;;;;;;;;;;;;;;
EVTDESC2110106;Though the $COUNTRY_ADJ$ colonial administration has taken steps to abolish the practice of slavery throughout $COUNTRY$, our colonial overlords are not too pleased with this development. A government representative visiting $CAPITAL$ was shocked at $COUNTRY_ADJ$ attitudes and policies on the issue, and has vowed to bring this matter up with the metropole.;;;;;;;;;;;;;;
EVTOPTA2110106;This cannot be good...;;;;;;;;;;;;;;
EVTNAME2110107;Slave Emancipation in the Colonies;;;;;;;;;;;;;;
EVTDESC2110107;Some of our colonial administrations has taken steps to abolish the practice of slavery throughout their domains, despite repeated warnings from the $COUNTRY_ADJ$ government that this was contrary to national and colonial policy. A government representative visiting $CAPITAL$ brings back shocking reports of colonial attitudes and policies on the issue. We need to settle this issue throughout the Empire immediately.;;;;;;;;;;;;;;
EVTOPTA2110107;Enforce Freedom of Womb laws.;;;;;;;;;;;;;;
EVTOPTB2110107;We must abolish that vile practice!;;;;;;;;;;;;;;
EVTNAME2110108;Freedom of Womb is the Law;;;;;;;;;;;;;;
EVTDESC2110108;The metropole has decided to enforce Freedom of the Womb laws throughout the colonial empire. As such, the $COUNTRY_ADJ$ government has been forced to comply with the new legislation.;;;;;;;;;;;;;;
EVTOPTA2110108;A sad day.;;;;;;;;;;;;;;
EVTNAME2110109;Slave Emancipation in the Colonies;;;;;;;;;;;;;;
EVTDESC2110109;Some of our colonial administrations has taken steps to abolish the practice of slavery throughout their domains, despite repeated warnings from the $COUNTRY_ADJ$ government that this was contrary to national and colonial policy. A government representative visiting $CAPITAL$ brings back shocking reports of colonial attitudes and policies on the issue. We need to settle this issue throughout the empire immediately.;;;;;;;;;;;;;;
EVTOPTA2110109;Legalises slavery throughout the $COUNTRY_ADJ$ Empire.;;;;;;;;;;;;;;
EVTOPTB2110109;We must abolish that vile practice!;;;;;;;;;;;;;;
EVTNAME2110110;Slavery Legalised;;;;;;;;;;;;;;
EVTDESC2110110;The metropole has decreed that slavery is to be made legal throughout the colonial empire. As such, the $COUNTRY_ADJ$ government has been forced to comply with the new legislation.;;;;;;;;;;;;;;
EVTOPTA2110110;A sad day.;;;;;;;;;;;;;;
EVTNAME2110111;Enforcing Slavery;;;;;;;;;;;;;;
EVTDESC2110111;Local administrations throughout $COUNTRY$ have been instructed to follow the letter of the law and enforce any and all laws pertaining to slavery.;;;;;;;;;;;;;;
EVTOPTA2110111;A sad day.;;;;;;;;;;;;;;
EVTNAME2110112;Enforcing Emancipation;;;;;;;;;;;;;;
EVTDESC2110112;Local administrations throughout $COUNTRY$ have been instructed to follow the letter of the law and enforce any and all laws pertaining to immediate slave emancipation.;;;;;;;;;;;;;;
EVTOPTA2110112;Never again!;;;;;;;;;;;;;;
EVTNAME2110120;The Constitutional Question;;;;;;;;;;;;;;
EVTDESC2110120;It has come to our attention that the issue of the $COUNTRY_ADJ$ constitution is of concern to our colonial overlords. It seems that changes to the constitutional status quo have allowed for considerable divergence from our metropole's form of government, something which we are given to understand is unacceptable to them.;;;;;;;;;;;;;;
EVTOPTA2110120;This sounds like it could lead to trouble.;;;;;;;;;;;;;;
EVTNAME2110121;The Constitutional Question in the Colonies;;;;;;;;;;;;;;
EVTDESC2110121;It has come to our attention that a number of $COUNTRY_ADJ$ colonies have enacted considerable constitutional reforms in their colonial domains, resulting in an extraordinary level of divergence from our own form of government. This not only undermines our authority, but also acts as a magnet for all sorts of radicals right here at home. Some warn, however, that this could cause backlash in the colonies.;;;;;;;;;;;;;;
EVTOPTA2110121;Constitutional reform in the colonies is urgently needed.;;;;;;;;;;;;;;
EVTNAME2110122;$FROMCOUNTRY$ Demands Constitutional Reform;;;;;;;;;;;;;;
EVTDESC2110122;As we feared, the $FROMCOUNTRY_ADJ$ government has demanded that we amend our constitution so as to align more closely with the constitution of $FROMCOUNTRY$. How we respond to this request could have potentially catastrophic consequences for $COUNTRY$.;;;;;;;;;;;;;;
EVTOPTA2110122;Resistance is futile.;;;;;;;;;;;;;;
EVTOPTB2110122;We will not submit to this tyranny!;;;;;;;;;;;;;;
EVTNAME2110139;The War is Lost;;;;;;;;;;;;;;
EVTDESC2110139;We tried our best to keep $COUNTRY$ independent so as to maintain our constitutional arrangements, but the might of our colonial overlord's arms has forced us to concede defeat. Though the war is lost and we will be forced to accept their constitutional demands, there is yet hope that the $COUNTRY_ADJ$ flag will fly proudly and independently once more, and that we will be free to define the terms of our own self-governance.;;;;;;;;;;;;;;
EVTOPTA2110139;A dark day for $COUNTRY$.;;;;;;;;;;;;;;
EVTNAME2110148;$FROMCOUNTRY$ Defiant!;;;;;;;;;;;;;;
EVTDESC2110148;We tried to be reasonable with the $FROMCOUNTRY_ADJ$ authorities, but independist sentiment has taken hold of the local administration. They refuse to, as they put it, "bow down" to $COUNTRY_ADJ$ rule any longer. It looks like it is not possible to resolve this 'difference of opinion' peacefully.;;;;;;;;;;;;;;
EVTOPTA22110148;We must restore order immediately!;;;;;;;;;;;;;;
EVTOPTB22110148;It's not worth the cost in human lives.;;;;;;;;;;;;;;
EVTNAME2110201;The Méchicain Question;;;;;;;;;;;;;;
EVTDESC2110201;Ever since the first French conquests in Méchico in 1695, competing French and Portuguese colonies in the region have both claimed sovereignty over all of Méchico. 1806 saw France annex a number of Portuguese colonial possessions in the region, and to the present day there still exist two separate colonies, Portuguese Méchico and French Méchique, which claim to be the legitimate government of a unified Méchico. Though previously it was not possible to settle this dispute decicifely in our colony's favour, a diplomatic incident has given us the excuse we need to ensure that Méchique becomes internationally recognised as the sole legitimate colony in the area.;;;;;;;;;;;;;;
EVTOPTA2110201;An excellent initiative.;;;;;;;;;;;;;;
EVTOPTB2110201;Let us not waste lives unnecessarily on this.;;;;;;;;;;;;;;
EVTNAME2110202;$FROMCOUNTRY$ Demands Annexation of Méchico;;;;;;;;;;;;;;
EVTDESC2110202;In an outrageous turn of events, the $FROMCOUNTRY_ADJ$ ambassador in $CAPITAL$ had demanded in no unclear terms the full annexation of Méchico, our loyal colony, by the $FROMCOUNTRY_ADJ$ rival colony of Méchique! $FROMCOUNTRY$ is clearly the aggressor, and the international community will surely be appalled by this request. Our government must carefully consider what to do, for sources indicate that the $FROMCOUNTRY_ADJ$ have been gearing up for war.;;;;;;;;;;;;;;
EVTOPTA2110202;We have no choice but to accept.;;;;;;;;;;;;;;
EVTOPTB2110202;This is an outrageous demand!;;;;;;;;;;;;;;
EVTNAME2110203;$FROMCOUNTRY$ Accepts the Annexation of Méchico;;;;;;;;;;;;;;
EVTDESC2110203;Bowing to immense pressure by the $COUNTRY_ADJ$ government, $FROMCOUNTRY$ has accepted the $COUNTRY_ADJ$ demands that the colony of Méchico be annexed by the rival $COUNTRY_ADJ$ colony of Méchique, settling a decades-long dispute over sovereignty in Méchico. A humiliating defeat for $FROMCOUNTRY$, but an absolute triumph for $COUNTRY$ and Méchique.;;;;;;;;;;;;;;
EVTOPTA2110203;Vive le Méchique!;;;;;;;;;;;;;;
EVTNAME2110204;$FROMCOUNTRY$ Seeks Alliance;;;;;;;;;;;;;;
EVTDESC2110204;Representatives of the $FROMCOUNTRY_ADJ$ government in $CAPITAL$ have approached our officials, seeking to establish a formal alliance between $COUNTRY$ and $FROMCOUNTRY$. We are lead to believe that this is directly linked with heightened tensions in the Americas, where rival colonies Méchico and Méchique are embroiled in a sovereignty dispute and is surely heading for all-out war between European powers. The situation could turn very ugly, very fast.;;;;;;;;;;;;;;
EVTOPTA2110204;Let us ally with them.;;;;;;;;;;;;;;
EVTOPTB2110204;Not at the present time.;;;;;;;;;;;;;;
EVTNAME2110205;$FROMCOUNTRY$ Refuses the Annexation of Méchico;;;;;;;;;;;;;;
EVTDESC2110205;$FROMCOUNTRY$ has refused our demand that Méchico be annexed by Méchique. Our spies from within the $FROMCOUNTRY_ADJ$ administration tell us that they are in the process of gathering international support for their cause. We should do the same.;;;;;;;;;;;;;;
EVTOPTA2110205;We must rally the Great Powers to our cause.;;;;;;;;;;;;;;
EVTNAME2110206;It's Now or Never;;;;;;;;;;;;;;
EVTDESC2110206;The situation in Méchico is spiraling out of control. The time has come to take decisive action and ensure that Méchique is recognised as the sole legitimate authority in Méchico.;;;;;;;;;;;;;;
EVTOPTA2110206;We should issue an immediate ultimatum.;;;;;;;;;;;;;;
EVTNAME2110207;$FROMCOUNTRY$ Issues Méchico Ultimatum;;;;;;;;;;;;;;
EVTDESC2110207;$FROMCOUNTRY$ has issued an ultimatum to our government - accept the $FROMCOUNTRY_ADJ$ terms, that is to say the complete annexation of Méchico by the illegitimate colony of Méchique, or face the might of $FROMCOUNTRY_ADJ$ arms. We must not allow this humiliation!;;;;;;;;;;;;;;
EVTOPTA2110207;It may be humiliating, but it is the only option.;;;;;;;;;;;;;;
EVTOPTB2110207;Viva o Méchico!;;;;;;;;;;;;;;
EVTNAME2110208;The Méchican War;;;;;;;;;;;;;;
EVTDESC2110208;All attempts to avoid another bloodbath in Méchico have failed, as representatives from the $FROMCOUNTRY_ADJ$ and $COUNTRY_ADJ$ governments failed to agree to an amicable solution in last-minute talks in $CAPITAL$. The future of Méchico, and whether it will be governed as a $FROMCOUNTRY_ADJ$ or $COUNTRY_ADJ$ colony, will now be decided in the battlefield, and at the needless cost of countless lives.;;;;;;;;;;;;;;
EVTOPTA2110208;A dark day in Méchican history.;;;;;;;;;;;;;;
EVTNAME2110301;Western Powers Showing More Interest in Africa;;;;;;;;;;;;;;
EVTDESC2110301;A foreign delegation in $CAPITAL$, from our colonial overlord, has let slip that the Western powers have been showing an ever-increasing interest in Africa. This could have potentially catastrophic consequences for $COUNTRY$, given the West's history of imperialism.;;;;;;;;;;;;;;
EVTOPTA2110301;This is not going to end well...;;;;;;;;;;;;;;
EVTNAME2110302;Western Powers Showing More Interest in Africa;;;;;;;;;;;;;;
EVTDESC2110302;A foreign delegation in $CAPITAL$. from our sphere overlord, has let slip that the Western powers have been showing an ever-increasing interest in Africa. This could have potentially catastrophic consequences for $COUNTRY$, given the West's history of imperialism.;;;;;;;;;;;;;;
EVTOPTA2110302;This is not going to end well...;;;;;;;;;;;;;;
EVTNAME2110303;A Keen Interest in Africa;;;;;;;;;;;;;;
EVTDESC2110303;We have learnt from a foreign delegation in $CAPITAL$ that Western powers have been showing an ever-increasing interest in Africa. There is talk of organising an international conference to settle conflicting claims on the dark continent through diplomacy rather than war, and as a power with colonies in Africa we should aim to attend.;;;;;;;;;;;;;;
EVTOPTA2110303;We will lobby for attendance.;;;;;;;;;;;;;;
EVTNAME2110304;A Keen Interest in Africa;;;;;;;;;;;;;;
EVTDESC2110304;We have learnt from a foreign delegation in $CAPITAL$ that Western powers have been showing an ever-increasing interest in Africa. There is talk of organising an international conference to settle conflicting claims on the dark continent through diplomacy rather than war, and we should aim to attend.;;;;;;;;;;;;;;
EVTOPTA2110304;We will lobby for attendance.;;;;;;;;;;;;;;
EVTNAME2110310;A Conference on African Colonial Affairs;;;;;;;;;;;;;;
EVTDESC2110310;Given the tension that conflicting claims on the African continent have created among the Western powers, it has been suggested that we host an international conference in $CAPITAL$ in order to settle the future of Africa through diplomacy rather than arms.;;;;;;;;;;;;;;
EVTOPTA2110310;We will host the conference.;;;;;;;;;;;;;;
EVTOPTB2110310;This does not interest us.;;;;;;;;;;;;;;
EVTNAME2110311;A Conference on African Colonial Affairs;;;;;;;;;;;;;;
EVTDESC2110311;Given the tension that conflicting claims on the African continent have created among the Western powers, the $FROMCOUNTRY_ADJ$ government has taken it upon themselves to host an international conference in $FROMCOUNTRY$ in order to settle the future of Africa through diplomacy rather than arms.;;;;;;;;;;;;;;
EVTOPTA2110311;We will attend the conference.;;;;;;;;;;;;;;
EVTOPTB2110311;This does not interest us.;;;;;;;;;;;;;;
EVTNAME2110312;$FROMCOUNTRY$ Accepts Invitation;;;;;;;;;;;;;;
EVTDESC2110312;The $FROMCOUNTRY_ADJ$ government has agreed to attend the Conference of $CAPITAL$.;;;;;;;;;;;;;;
EVTOPTA2110312;Excellent.;;;;;;;;;;;;;;
EVTNAME2110313;The $CAPITAL$ Conference;;;;;;;;;;;;;;
EVTDESC2110313;The colonial powers of the world have gathered in $CAPITAL$ in order to decide the future of the Western empires, and of the entire continent of Africa. Naturally, no African government was invited to attend, and the end result has all but completely extinguished any trace of African self-governance. The dark continent is set for European domination and exploitation for years to come.;;;;;;;;;;;;;;
EVTOPTA2110313;Our strength is just an accident arising from the weakness of others.;;;;;;;;;;;;;;
EVTNAME2110314;A Shambolic Conference;;;;;;;;;;;;;;
EVTDESC2110314;Though we attended the recent conference on African colonial affairs, $COUNTRY$ got nothing out of it. This "conference" of "equals" has made a mockery of both our government and of the principle of respect and courtesy in international diplomacy.;;;;;;;;;;;;;;
EVTOPTA2110314;Shameful conduct.;;;;;;;;;;;;;;
EVTNAME2110320;The End of the Line?;;;;;;;;;;;;;;
EVTDESC2110320;As part of the ongoing negotiations between Western powers regarding their possessions in Africa, it has been implied to us by representatives of our colonial overlords that they intend to annex $COUNTRY$ into their domains imminently. Though some in our administration point to the huge disparity force projection between us and the Western powers, others urge us to fight back against Western imperialism and to preserve $COUNTRY_ADJ$ independence.;;;;;;;;;;;;;;
EVTOPTA2110320;Resistance would result in a bloodbath.;;;;;;;;;;;;;;
EVTOPTB2110320;We must resist at all costs!;;;;;;;;;;;;;;
EVTNAME2110321;The End of the Line?;;;;;;;;;;;;;;
EVTDESC2110321;As part of the ongoing negotiations between Western powers regarding their possessions in Africa, it has been implied to us by representatives of our Western protectors that they intend to annex $COUNTRY$ into their domains imminently. Though some in our administration point to the huge disparity force projection between us and the Western powers, others urge us to fight back against Western imperialism and to preserve $COUNTRY_ADJ$ independence.;;;;;;;;;;;;;;
EVTOPTA2110321;Resistance would result in a bloodbath.;;;;;;;;;;;;;;
EVTOPTB2110321;We must resist at all costs!;;;;;;;;;;;;;;
EVTNAME2110322;The Annexation of $FROMCOUNTRY$;;;;;;;;;;;;;;
EVTDESC2110322;As part of the ongoing negotiations between Western powers regarding our possessions in Africa, it has been agreed that we annex $FROMCOUNTRY$. The local $FROMCOUNTRY_ADJ$ administration has resisted, but we have been able to take care of the situation without much worry.;;;;;;;;;;;;;;
EVTOPTA2110322;Splendid.;;;;;;;;;;;;;;
EVTNAME2110323;$FROMCOUNTRY$ Refuses Annexation;;;;;;;;;;;;;;
EVTDESC2110323;As part of the ongoing negotiations between Western powers regarding our possessions in Africa, it has been agreed that we annex $FROMCOUNTRY$. However, and upon hearing the news, the local $FROMCOUNTRY_ADJ$ administration rose up against us. Their annexation was agreed to on the international stage, even though without their involvement, and so we have every right to fully incorporate $FROMCOUNTRY$ into our domains.;;;;;;;;;;;;;;
EVTOPTA2110323;We will crush them!;;;;;;;;;;;;;;
EVTNAME2110324;Our Ports Seized;;;;;;;;;;;;;;
EVTDESC2110324;The Western powers have agreed it upon themselves to carve up $COUNTRY$, and so their armies have landed on our shores and seized our ports in a blatant breach of international law!;;;;;;;;;;;;;;
EVTOPTA2110324;So much for the 'civilised' world.;;;;;;;;;;;;;;
EVTNAME2110325;New Colony in $FROMCOUNTRY$;;;;;;;;;;;;;;
EVTDESC2110325;We have managed to secure a concession from $FROMCOUNTRY$. The new port will be a great addition to our growing possessions on the African continent.;;;;;;;;;;;;;;
EVTOPTA2110325;Thank you very much!;;;;;;;;;;;;;;
EVTNAME2110326;Western Powers Chipping Away at Our Borders;;;;;;;;;;;;;;
EVTDESC2110326;The Western powers have began moving their armies into our territories, pushing our effective frontiers ever closer to our capital. At this rate, there won't be a $COUNTRY$ left by the end of the year!;;;;;;;;;;;;;;
EVTOPTA2110326;That's their plan!;;;;;;;;;;;;;;
EVTNAME2110327;Province Annexed;;;;;;;;;;;;;;
EVTDESC2110327;We have added yet another province to our ever-growing African domains, this time from $FROMCOUNTRY$.;;;;;;;;;;;;;;
EVTOPTA2110327;Good!;;;;;;;;;;;;;;
EVTNAME2110330;The Kongo Inheretance;;;;;;;;;;;;;;
EVTDESC2110330;Ever since the first Europeans arrived in the Kongo centuries ago, the country has been on a course to westernisation. Having managed to somehow marry into an obscure branch of the Habsburg family, or so they say, the kings of the Kongo have long claimed to be Habsburgs. Given that our own royal house is of the Habsburg dynasty, it would be a real shame if we missed the opportunity to take advantage of a recent succession crisis in the Kongo. We could claim the entire kingdom for our colonial empire.;;;;;;;;;;;;;;
EVTOPTA2110330;A splended jewel to our imperial crown!;;;;;;;;;;;;;;
EVTNAME2110331;The Kongo Inheretance;;;;;;;;;;;;;;
EVTDESC2110331;Ever since the first Europeans arrived in the Kongo centuries ago, our country has been on a course to westernisation. Having managed to marry into an obscure branch of the Habsburg family, or so our court scribes claim, the kings of the Kongo have long claimed to be Habsburgs. Given that our Western protectors are also of the house of Habsburg, however, they have began taking steps to curb our independence and incorporate Kongo into their colonial empire.;;;;;;;;;;;;;;
EVTOPTA2110331;What a humilation!;;;;;;;;;;;;;;
EVTNAME2110332;Claiming the Kongo;;;;;;;;;;;;;;
EVTDESC2110332;We have managed to secure a highly-prized colonial concession in Africa: the mighty Kongo! Once one of the strongest nations on the African continent, this great civilisation will henceforth be our vassal.;;;;;;;;;;;;;;
EVTOPTA2110332;A splended jewel to our imperial crown!;;;;;;;;;;;;;;
EVTNAME2110333;The End of $COUNTRY_ADJ$ Independence;;;;;;;;;;;;;;
EVTDESC2110333;The latest news from the European conference on Africa is that our Western protectors have decided to backstab us and have began taking steps to curb our independence. They intend to incorporate Kongo into their colonial empire as a vassal.;;;;;;;;;;;;;;
EVTOPTA2110333;What a humilation!;;;;;;;;;;;;;;
EVTNAME2110334;Claiming Madagascar;;;;;;;;;;;;;;
EVTDESC2110334;The other Western powers have agreed to allow $COUNTRY$ to claim the island of Madagascar, in the Indian Ocean, as a colony.;;;;;;;;;;;;;;
EVTOPTA2110334;Good news!;;;;;;;;;;;;;;
EVTNAME2110335;The Congo Free State;;;;;;;;;;;;;;
EVTDESC2110335;Now that our colonial rule over the Kongo has been firmly established, it has been suggested by the local colonial authorities that we modernise the local administration. To this end, they have suggested that we reorganise the territory into the Congo Free State.;;;;;;;;;;;;;;
EVTOPTA2110335;Let's do it.;;;;;;;;;;;;;;
EVTNAME2111001;Russia's Borders in the East;;;;;;;;;;;;;;
EVTDESC2111001;Now that the $COUNTRY_ADJ$ frontiers in central asia have been stabilised, there is growing talk in $CAPITAL$ about the $COUNTRY_ADJ$ borders in the far east. Though some were cautious of further expansion in those inhospitable terrains, in the end it was agreed that those lands are, and ought to be, rightfully $COUNTRY_ADJ$.;;;;;;;;;;;;;;
EVTOPTA2111001;For the motherland!;;;;;;;;;;;;;;
EVTNAME2111002;The Circassian Exchange;;;;;;;;;;;;;;
EVTDESC2111002;The histories of Russia and Ukraine are intertwined, and given our eminent role in the global stage, it is our right to assert sovereignty over the lands of the Ukraine. The question remains, however, how to achieve this. It has been suggested by some that Circassia might be willing to transfer them to us, provided we give them back those $COUNTRY_ADJ$ provinces with a Caucasian ethnic majority. Others argue that we should simply take what is morally ours by use of force.;;;;;;;;;;;;;;
EVTOPTA2111002;Let us approach Circassia!;;;;;;;;;;;;;;
EVTOPTB2111002;God is with us!;;;;;;;;;;;;;;
EVTNAME2111003;The Circassian Exchange;;;;;;;;;;;;;;
EVTDESC2111003;The histories of Russia and Ukraine are intertwined, and Russia's eminent role in the global stage, they have began to tout their 'right' to assert sovereignty over the lands of the Ukraine - lands which we hold. The Russian government has approached us and suggested a redrawing of our borders - we give them back Ukraine, and they give us those Russian provinces with a Caucasian ethnic majority.;;;;;;;;;;;;;;
EVTOPTA2111003;Seems reasonable, given the disparity...;;;;;;;;;;;;;;
EVTOPTB2111003;That is in no way a fair deal!;;;;;;;;;;;;;;
EVTNAME2111004;Circassia has Refused;;;;;;;;;;;;;;
EVTDESC2111004;The Circassian government has rejected our proposal outright - and insulted our delegation while at it. It seems that the only way to liberate Ukraine is by the might of our armed forces.;;;;;;;;;;;;;;
EVTOPTA2111004;God is with us!;;;;;;;;;;;;;;
EVTNAME2111031;Humiliated by the Western Devils;;;;;;;;;;;;;;
EVTDESC2111031;The once-mighty Ming stands humiliated at the hands of a handful of European powers. The Ming spirit of scientific innovation, so fervently pursued by our government for the past 300 years, seems to have been for nothing. The Departments and Ministries are split on what course of action to take in order to prevent another humiliating defeat at the hands of obviously-inferior European powers.;;;;;;;;;;;;;;
EVTOPTA2111031;Progress is the way forward.;;;;;;;;;;;;;;
EVTOPTB2111031;Progress has caused us to go astray.;;;;;;;;;;;;;;
EVTNAME2111032;The New Qin;;;;;;;;;;;;;;
EVTDESC2111032;In 212 BCE, at the order of Qin Shi Huang, first Emperor of China, a mass campaign of anti-intellectualism was carried out which saw book burnings and the murder of Confucian scholars. Following the Great Ming's recent humilation at the hands of the European powers, similar scenes have been taking place throughout Ming, at great human and material cost.;;;;;;;;;;;;;;
EVTOPTA2111032;The horror!;;;;;;;;;;;;;;
EVTNAME2111032;Irrelevant Politics;;;;;;;;;;;;;;
EVTDESC2111032;With our Westernisation, polemics over the benefits or drawbacks of adopting the ways of the West have largely become redundant. $COUNTRY$ is unrecognisable when compared to a mere 50 years ago, and it is best to move on from the bitter infighting.;;;;;;;;;;;;;;
EVTOPTA2111032;It's for the best.;;;;;;;;;;;;;;
EVTNAME2111035;The Future of Tibet;;;;;;;;;;;;;;
EVTDESC2111035;The continued security of $COUNTRY$ increasingly rests on securing our western frontiers. To this end, it has been suggested that we seek expansion westward, by annexing Tiber in particular. The more conservative members of the government favour a conquest, while the more liberal ministers want $COUNTRY$ to have stronger ties with an independent, but allied, Tibetan state. There is, of course, also the middle option, making Tibet a client state of $COUNTRY$.;;;;;;;;;;;;;;
EVTOPTA2111035;The empire is overextended already!;;;;;;;;;;;;;;
EVTOPTB2111035;Annexation is the best option.;;;;;;;;;;;;;;
EVTOPTC2111035;Vassalisation might be the wisest.;;;;;;;;;;;;;;
